"","Vcmax","Jmax","Rd","Ci.transition","Treatment","Year","Site","Rep","ID","PrePeak","Region"
"207","50.32642821","107.2243463","-0.977097104","527.8362079","dry","2015","S15","2","170","peak","North"
"208","114.6467666","159.7174258","-1.978263159","204.4270174","wet","2015","S15","2","170","peak","North"
"209","68.31182443","138.899355","1.441322289","458.1086208","dry","2015","S15","2","172","peak","North"
"210","80.68499491","160.7760579","2.143811986","425.5399636","wet","2015","S15","2","172","peak","North"
"211","56.62788751","104.0865278","-1.989435778","386.7748549","dry","2010","S16","2","183","pre","North"
"212","47.34630018","104.7457321","0.609593047","577.2352254","wet","2010","S16","2","183","pre","North"
"213","54.17236148","105.2455027","0.308573377","433.6109985","dry","2010","S16","2","184","pre","North"
"214","58.24472172","116.623194","0.897541163","456.2673499","wet","2010","S16","2","184","pre","North"
"215","48.99954129","93.54991718","0.593589683","423.0861915","dry","2010","S16","2","185","pre","North"
"216","38.35945833","93.78307983","0.181006832","742.9462459","wet","2010","S16","2","185","pre","North"
"217","42.06013907","81.12693884","-1.754425753","439.2162137","dry","2010","S16","2","186","pre","North"
"218","46.70009519","90.88851577","-0.122175082","442.4010711","wet","2010","S16","2","186","pre","North"
"219","61.54726642","128.0546297","0.811118872","488.4497275","wet","2010","S16","2","187","pre","North"
"220","60.56361736","123.0797601","0.952656408","467.0119717","dry","2010","S16","2","189","pre","North"
"221","51.8139103","122.5802699","2.846951678","659.7924573","wet","2010","S16","2","189","pre","North"
"222","37.46317204","88.56370696","1.660022288","688.2709414","dry","2010","S16","2","190","pre","North"
"223","35.52935612","100.6901646","0.87588624","1091.268535","wet","2010","S16","2","190","pre","North"
"224","51.41219511","105.3958745","0.61375241","486.6501544","dry","2016","S16","2","211","peak","North"
"225","68.24265233","151.5083502","2.773749519","546.6365147","wet","2016","S16","2","211","peak","North"
"226","58.41871187","116.0514409","0.881980946","448.5204144","wet","2016","S16","2","212","peak","North"
"227","35.09299553","78.63492101","0.110712856","613.4998373","dry","2016","S16","2","213","peak","North"
"228","68.14594862","149.8056721","0.182469447","535.7939786","wet","2016","S16","2","213","peak","North"
"229","42.6615345","91.39941732","1.011293333","544.6808669","dry","2016","S16","2","217","peak","North"
"230","44.62495327","93.39105319","0.655212958","516.7731027","wet","2016","S16","2","217","peak","North"
"231","38.92614598","86.79018238","-0.305253233","599.7850767","dry","2016","S16","2","218","peak","North"
"232","55.34849276","114.2432604","-0.366813126","488.6689376","wet","2016","S16","2","218","peak","North"
"233","43.09034344","88.94285518","-1.798315231","502.6802372","dry","2016","S16","2","219","peak","North"
"234","50.39594868","109.5013354","0.148374497","550.5220127","wet","2016","S16","2","219","peak","North"
"235","68.35194932","105.5929906","-2.040340015","269.7726942","dry","2011","S36","2","342","pre","North"
"236","99.95470577","145.5636214","-2.509718468","227.9918697","wet","2011","S36","2","342","pre","North"
"237","70.92685715","148.3716437","0.54964669","480.7524737","dry","2011","S36","2","343","pre","North"
"238","48.79703915","100.6904547","1.284594389","496.3965612","wet","2011","S36","2","343","pre","North"
"239","63.58928289","127.6420281","0.185429684","452.4351705","dry","2011","S36","2","344","pre","North"
"240","56.2952464","119.2820138","1.021993637","514.0571874","wet","2011","S36","2","344","pre","North"
"241","68.12704742","131.3381007","-2.687496327","413.4004556","dry","2011","S36","2","345","pre","North"
"242","70.85706625","122.3339283","0.735195506","332.4193209","wet","2011","S36","2","345","pre","North"
"243","58.24520191","113.688261","0.098482404","433.2103787","dry","2011","S36","2","346","pre","North"
"244","51.32112371","102.6553967","0.723719197","462.967567","wet","2011","S36","2","346","pre","North"
"245","37.84143028","84.8135682","-2.23505959","609.5837563","dry","2011","S36","2","348","pre","North"
"246","54.64581588","111.9769519","0.745383101","482.2032496","wet","2011","S36","2","348","pre","North"
"247","53.24718292","111.1865448","-2.564616254","503.6198568","dry","2011","S36","2","349","pre","North"
"248","61.55135498","114.1176204","-0.560677632","389.3151628","wet","2011","S36","2","349","pre","North"
"249","62.1438308","125.5790218","-1.507378956","459.8192541","dry","2015","S36","2","368","peak","North"
"250","71.68395266","130.0641096","-1.636543338","365.090221","wet","2015","S36","2","368","peak","North"
"251","43.54530528","90.289194","-0.997101752","507.2925734","dry","2015","S36","2","371","peak","North"
"252","60.46440145","124.8292433","-0.893826128","481.8943705","wet","2015","S36","2","371","peak","North"
"253","37.12933353","93.01494014","2.564820729","790.2011329","dry","2015","S36","2","372","peak","North"
"254","64.82272478","108.3921583","0.023405503","316.1690325","wet","2015","S36","2","372","peak","North"
"255","55.41058277","111.4454767","0.161506622","464.095804","dry","2015","S36","2","373","peak","North"
"256","68.66830044","141.2021316","0.771608456","468.895741","wet","2015","S36","2","373","peak","North"
"257","59.02422922","121.1477415","0.848419949","478.4515549","dry","2015","S36","2","374","peak","North"
"258","50.5374561","104.474672","0.486524623","495.5866208","wet","2015","S36","2","374","peak","North"
"259","55.76852526","104.9540585","-2.604182043","405.4740157","dry","2015","S36","2","375","peak","North"
"260","61.91604465","124.1468863","0.157481477","453.5768044","wet","2015","S36","2","375","peak","North"
"261","67.21868068","108.3212767","-1.545462214","293.3625486","dry","2015","S36","2","376","peak","North"
"262","57.97983597","115.0309928","0.323158268","448.09237","wet","2015","S36","2","376","peak","North"
"263","81.39602651","163.997156","0.366851182","433.8445643","dry","2010","S02","3","1","pre","South"
"264","78.86669219","132.6208974","0.537938861","310.6942296","wet","2010","S02","3","1","pre","South"
"265","74.78010087","153.3153403","1.985044622","457.6743475","dry","2010","S02","3","3","pre","South"
"266","61.32479988","122.2327323","-1.090633819","448.5661887","wet","2010","S02","3","3","pre","South"
"267","56.28732771","99.75323857","0.849167121","359.6153709","dry","2010","S02","3","4","pre","South"
"268","69.01346506","134.3029571","0.062226149","420.1413391","wet","2010","S02","3","4","pre","South"
"269","62.20997484","121.8787531","0.329886053","432.8645784","dry","2010","S02","3","6","pre","South"
"270","52.39453627","110.1456816","0.522347307","510.9084719","wet","2010","S02","3","6","pre","South"
"271","71.30391625","152.6414861","4.059874084","503.7727872","dry","2010","S02","3","7","pre","South"
"272","73.9736103","139.6705682","3.234588312","391.5099516","wet","2010","S02","3","7","pre","South"
"273","84.06042105","135.3329966","0.264130551","283.2460691","dry","2010","S02","3","8","pre","South"
"274","52.94222818","124.864729","0.152585861","653.8600744","wet","2010","S02","3","8","pre","South"
"275","65.56647986","139.7916429","0.277903472","507.5776424","dry","2014","S02","3","28","peak","South"
"276","55.66890516","104.9803439","-0.295490847","407.1325246","wet","2014","S02","3","28","peak","South"
"277","42.95657372","96.98819399","-0.450244437","611.162691","wet","2014","S02","3","29","peak","South"
"278","64.64834201","125.8663784","0.029388406","424.7180934","dry","2014","S02","3","30","peak","South"
"279","74.18187157","134.1136894","3.225532413","360.2769972","wet","2014","S02","3","30","peak","South"
"280","63.55170779","131.8485453","2.499762653","483.5686645","dry","2014","S02","3","35","peak","South"
"281","55.42478533","103.0235531","-0.22952123","395.6954508","wet","2014","S02","3","35","peak","South"
"282","72.2153928","150.9722054","0.144530482","478.7022398","dry","2010","S07","3","38a","pre","South"
"283","68.09976457","146.3850032","0.476759509","511.931429","wet","2010","S07","3","38a","pre","South"
"284","70.14715826","135.3208734","-0.554044537","411.7057619","wet","2010","S07","3","38b","pre","South"
"285","67.74826655","136.5498114","2.142668961","451.0548038","dry","2010","S07","3","39a","pre","South"
"286","70.01056627","136.2008991","0.070397296","418.4715514","wet","2010","S07","3","39a","pre","South"
"287","58.60873265","139.6489357","1.65670587","653.6319762","dry","2010","S07","3","39b","pre","South"
"288","67.0501898","154.6590481","0.707151472","593.9526334","wet","2010","S07","3","39b","pre","South"
"289","73.89918512","152.3139309","1.25729507","463.7989844","dry","2010","S07","3","40","pre","South"
"290","62.20492309","108.8502175","2.669450279","347.187893","wet","2010","S07","3","40","pre","South"
"291","80.43887479","128.4590476","3.345852541","281.5564127","dry","2010","S07","3","41","pre","South"
"292","85.47985498","151.3923976","3.433403271","337.6464335","wet","2010","S07","3","41","pre","South"
"293","75.51720816","144.5423437","2.030662056","399.8190658","dry","2014","S07","3","49","peak","South"
"294","48.78257647","90.87929317","3.669220522","403.3794835","wet","2014","S07","3","49","peak","South"
"295","77.22591679","145.3280964","4.416222662","386.3174168","dry","2014","S07","3","51","peak","South"
"296","62.72042881","164.8095302","-1.19874495","799.4042243","wet","2014","S07","3","51","peak","South"
"297","84.82251434","142.5633528","3.880817694","306.7835305","dry","2014","S07","3","52","peak","South"
"298","92.05100354","179.544355","3.466037581","396.6624325","wet","2014","S07","3","52","peak","South"
"299","54.55886344","104.2434564","2.798787262","419.2433318","dry","2014","S07","3","54","peak","South"
"300","61.06103419","142.5732238","0.16032106","620.841997","wet","2014","S07","3","54","peak","South"
"301","56.65043027","118.3538514","-0.17988115","499.2291588","dry","2014","S07","3","55","peak","South"
"302","71.34375299","138.8041948","2.676443058","417.5724762","wet","2014","S07","3","55","peak","South"
"303","71.65892229","118.4991312","3.395463417","305.5868173","dry","2014","S07","3","57","peak","South"
"304","85.84175741","143.3225891","3.142027822","302.4431939","wet","2014","S07","3","57","peak","South"
"305","78.24915521","164.6057936","0.107803039","475.7125313","dry","2010","S11","3","119","pre","South"
"306","67.45967133","126.0725915","0.518607579","389.7301811","wet","2010","S11","3","119","pre","South"
"307","79.45547988","129.7724433","2.243042337","294.0679561","dry","2010","S11","3","120","pre","South"
"308","69.44845983","127.0470827","2.586103944","372.6359017","wet","2010","S11","3","120","pre","South"
"309","78.65504936","160.2500211","0.67984466","446.9260417","dry","2010","S11","3","121","pre","South"
"310","59.84510002","108.555015","-0.07717352","374.0641621","wet","2010","S11","3","121","pre","South"
"311","62.78615068","121.0126616","0.704257355","418.7053912","dry","2010","S11","3","122","pre","South"
"312","83.01743901","174.8717279","0.811369681","469.374523","wet","2010","S11","3","122","pre","South"
"313","77.10976281","154.6716275","2.128206054","436.7517166","dry","2010","S11","3","123","pre","South"
"314","83.51312127","155.2503243","0.72311354","370.8938027","wet","2010","S11","3","123","pre","South"
"315","95.79169533","157.6462913","0.809295773","287.8696099","dry","2010","S11","3","124","pre","South"
"316","99.11678514","169.8881366","1.335979003","307.3411316","wet","2010","S11","3","124","pre","South"
"317","68.46666373","112.7135251","3.874778079","304.802188","dry","2010","S11","3","125","pre","South"
"318","80.30700432","133.074555","3.26534783","301.5297593","wet","2010","S11","3","125","pre","South"
"319","59.41158195","128.2641171","0.726071457","531.0134207","dry","2016","S11","3","144","peak","South"
"320","84.93668804","160.2575786","-0.037131497","379.8017351","wet","2016","S11","3","144","peak","South"
"321","78.66951401","154.5178595","1.040882073","416.4967014","dry","2016","S11","3","145a","peak","South"
"322","82.41716324","134.1268632","0.59066555","289.8126281","wet","2016","S11","3","145a","peak","South"
"323","91.03937163","152.2513032","3.37248773","299.9370566","dry","2016","S11","3","145b","peak","South"
"324","97.33778257","158.5291748","2.96356669","281.7811997","wet","2016","S11","3","145b","peak","South"
"325","76.20696259","149.2442052","2.792133061","417.8015552","dry","2016","S11","3","146a","peak","South"
"326","88.52029754","167.4705168","2.975061152","377.2788789","wet","2016","S11","3","146a","peak","South"
"327","59.71643423","97.2767284","0.30593737","303.3726563","dry","2016","S11","3","146b","peak","South"
"328","87.23301254","142.9292127","-0.432821628","290.8051705","wet","2016","S11","3","146b","peak","South"
"329","114.7271208","184.5986163","4.332022605","264.8990959","dry","2016","S11","3","147a","peak","South"
"330","69.08180209","142.7377767","1.368766581","471.7395117","wet","2016","S11","3","147a","peak","South"
"331","103.820348","157.0114964","4.526278643","242.8912224","dry","2016","S11","3","147b","peak","South"
"332","99.41884367","166.3873522","1.215137383","294.1062571","wet","2016","S11","3","147b","peak","South"
"333","67.92898568","127.6796007","1.180577166","393.4783935","dry","2010","S15","3","148","pre","North"
"334","75.02961084","152.9356371","2.626402978","452.6378016","wet","2010","S15","3","148","pre","North"
"335","78.53388297","157.3441245","2.614700045","433.8038201","dry","2010","S15","3","149","pre","North"
"336","92.77642421","175.9408717","3.242873522","375.9147483","wet","2010","S15","3","149","pre","North"
"337","83.77849346","139.8259069","3.011215517","303.2939556","dry","2010","S15","3","152","pre","North"
"338","64.85893219","144.7645053","3.374598539","558.8517458","wet","2010","S15","3","152","pre","North"
"339","79.67175418","175.9246471","3.055458797","520.6522761","dry","2010","S15","3","153","pre","North"
"340","66.29452458","126.4711012","2.947044995","407.2187913","wet","2010","S15","3","153","pre","North"
"341","72.80037716","144.4015308","2.363772211","431.6476013","dry","2010","S15","3","154","pre","North"
"342","99.03086352","165.5924706","3.497926148","294.2852902","wet","2010","S15","3","154","pre","North"
"343","48.96956581","99.54794175","0.751038926","481.0268645","dry","2010","S15","3","155","pre","North"
"344","64.18719793","118.701848","2.776069236","384.8682057","wet","2010","S15","3","155","pre","North"
"345","78.88861092","165.6259691","0.61630248","472.9367533","dry","2015","S15","3","164","peak","North"
"346","71.27667543","142.8251001","2.461424861","442.3981176","wet","2015","S15","3","164","peak","North"
"347","66.28517951","123.446425","0.720481968","387.94491","dry","2015","S15","3","166","peak","North"
"348","68.94438638","141.6437715","-0.060471204","467.1186014","wet","2015","S15","3","166","peak","North"
"349","82.22148612","169.2240133","0.394687954","450.880915","dry","2015","S15","3","167","peak","North"
"350","67.36496326","113.0015984","3.053325981","316.8368404","wet","2015","S15","3","167","peak","North"
"351","70.45574422","147.7295348","0.061808464","484.0993442","dry","2015","S15","3","169","peak","North"
"352","86.3972219","177.1045856","2.430375372","441.7503303","wet","2015","S15","3","169","peak","North"
"353","81.4364274","177.0665736","0.675684565","502.0743884","dry","2015","S15","3","170","peak","North"
"354","81.87437644","159.380496","-0.381097419","406.2306725","wet","2015","S15","3","170","peak","North"
"355","50.72947414","103.3452069","1.523877808","481.1418271","dry","2015","S15","3","172","peak","North"
"356","78.66787551","151.1260126","2.492848526","399.8279798","wet","2015","S15","3","172","peak","North"
"357","70.90503674","142.4742417","3.692840728","445.5603761","dry","2010","S16","3","183","pre","North"
"358","58.00103192","121.9265504","3.141098968","504.5087293","wet","2010","S16","3","183","pre","North"
"359","85.69001008","141.2406402","3.019551242","295.2582496","dry","2010","S16","3","184","pre","North"
"360","57.69082731","95.44558255","3.213216881","313.9697212","wet","2010","S16","3","184","pre","North"
"361","62.9940832","135.9508449","0.590058332","524.2446705","dry","2010","S16","3","185","pre","North"
"362","57.27843495","107.3003107","-0.062056731","400.3342529","wet","2010","S16","3","185","pre","North"
"363","79.96303415","133.5436746","3.522222196","306.3394961","dry","2010","S16","3","186","pre","North"
"364","68.44028466","114.8054541","3.395374486","316.0165048","wet","2010","S16","3","186","pre","North"
"365","74.4831956","172.5525977","3.333284148","582.2133704","dry","2010","S16","3","187","pre","North"
"366","38.31142438","83.31149662","1.570692051","569.6386026","wet","2010","S16","3","187","pre","North"
"367","62.48165857","140.6257863","1.764930114","573.2711752","dry","2010","S16","3","189","pre","North"
"368","54.69910181","123.8733324","1.064750863","594.7282535","wet","2010","S16","3","189","pre","North"
"369","57.74191338","120.4345254","0.879636849","495.7627356","dry","2010","S16","3","190","pre","North"
"370","46.36420237","117.4821838","0.909651921","786.4652164","wet","2010","S16","3","190","pre","North"
"371","62.68118595","134.9367345","0.785615432","521.9122975","dry","2016","S16","3","211","peak","North"
"372","83.94306685","142.7348149","0.606489861","313.7653002","wet","2016","S16","3","211","peak","North"
"373","59.59859089","130.6459677","1.344418779","546.6135533","dry","2016","S16","3","212","peak","North"
"374","75.71572079","130.2739279","1.306634883","326.6319893","wet","2016","S16","3","212","peak","North"
"375","65.03515601","133.429198","2.57426365","471.138156","dry","2016","S16","3","213","peak","North"
"376","68.80171647","138.4362133","2.509077527","448.7557522","wet","2016","S16","3","213","peak","North"
"377","73.59063227","157.9517765","2.982095909","502.5833153","dry","2016","S16","3","216","peak","North"
"378","70.34096946","135.9759394","2.900353061","413.5045235","wet","2016","S16","3","216","peak","North"
"379","54.27404407","103.2950432","-0.487372843","416.1270114","dry","2016","S16","3","217","peak","North"
"380","72.60826304","145.4832313","-0.442763398","440.4113536","wet","2016","S16","3","217","peak","North"
"381","67.88359024","107.9237439","3.683727928","285.537202","dry","2016","S16","3","218","peak","North"
"382","66.45014328","127.9324498","2.810861612","413.9947409","wet","2016","S16","3","218","peak","North"
"383","79.19441463","130.5052256","3.145911656","299.1190536","dry","2016","S16","3","219","peak","North"
"384","67.71700414","142.7771866","-0.351825193","493.4078648","wet","2016","S16","3","219","peak","North"
"385","64.9058086","132.5456047","2.778331624","467.211038","dry","2011","S36","3","342","pre","North"
"386","67.45838042","143.7832852","2.312016496","504.5012009","wet","2011","S36","3","342","pre","North"
"387","68.33047558","143.3394106","2.844200194","488.059069","dry","2011","S36","3","343","pre","North"
"388","78.77079583","127.5712978","2.500285595","289.6658762","wet","2011","S36","3","343","pre","North"
"389","66.66966634","112.7332904","3.133119661","321.9978663","dry","2011","S36","3","344","pre","North"
"390","66.5368314","144.7468778","0.842780168","527.0762959","wet","2011","S36","3","344","pre","North"
"391","76.16869584","152.4301273","3.088950543","435.32572","dry","2011","S36","3","345","pre","North"
"392","69.83224683","127.9051162","2.807750602","373.0914133","wet","2011","S36","3","345","pre","North"
"393","79.11468287","130.7323913","1.492555767","300.4308339","dry","2011","S36","3","346","pre","North"
"394","77.12098277","166.5493594","2.717054448","502.1012909","wet","2011","S36","3","346","pre","North"
"395","71.93597849","145.3388467","3.295273209","447.5845091","dry","2011","S36","3","348","pre","North"
"396","66.62878151","140.386646","0.635680108","492.9600033","wet","2011","S36","3","348","pre","North"
"397","80.16375031","159.4355372","2.394142404","425.4978124","dry","2011","S36","3","349","pre","North"
"398","95.26685243","160.1910482","3.219054999","299.9137699","wet","2011","S36","3","349","pre","North"
"399","64.4918537","132.1668423","2.508179667","470.4661206","dry","2015","S36","3","368","peak","North"
"400","84.66125695","164.2693924","2.729853126","401.2216027","wet","2015","S36","3","368","peak","North"
"401","81.11542861","137.1521878","3.476792908","312.8469649","dry","2015","S36","3","371","peak","North"
"402","70.68251442","134.183404","1.153586633","397.6366984","wet","2015","S36","3","371","peak","North"
"403","73.73339331","132.6174699","2.723097056","357.2692644","dry","2015","S36","3","372","peak","North"
"404","81.30665126","156.9120939","4.306102585","400.870835","wet","2015","S36","3","372","peak","North"
"405","65.21589869","130.4261682","0.394480428","446.5176503","dry","2015","S36","3","373","peak","North"
"406","83.16396714","160.2083607","2.900079683","397.1723726","wet","2015","S36","3","373","peak","North"
"407","49.0897925","104.1813227","2.859408123","522.8620304","dry","2015","S36","3","374","peak","North"
"408","72.57007553","157.044986","3.031779277","511.9620018","wet","2015","S36","3","374","peak","North"
"409","65.80512412","142.0956681","0.405380794","520.6821021","dry","2015","S36","3","375","peak","North"
"410","89.71416385","193.6034697","-0.00706515","480.6400409","wet","2015","S36","3","375","peak","North"
"411","60.16312839","126.5302178","2.105929739","501.2279703","dry","2015","S36","3","376","peak","North"
"412","79.24003789","151.7195751","2.734706461","396.815311","wet","2015","S36","3","376","peak","North"
"413","ID","ID","ID","ID","ID","ID","ID","ID","ID","ID","ID"
