,X,obs,A,Ca,Ci,gsw,Tleaf,Q,ID,Treatment,Rep,Year,Site,PrePeak,Region
306,84,6,4.172051358,48.27815806,3.326956129,0.153656365,25.98252581,1200.013548,147A,dry,1,2016,S11,Peak,South
307,1659,6,3.457275999,48.53533871,26.19624267,0.26646743,25.99466774,1199.997742,147B,wet,1,2016,S11,Peak,South
308,827,6,-3.31956818,51.2823129,88.3138377,0.140108031,25.99674516,1200.000968,147B,dry,1,2016,S11,Peak,South
309,201,6,0.383615287,49.74625556,46.17851419,0.280418535,25.99402222,1199.99,144,dry,2,2016,S11,Peak,South
310,214,6,0.015336385,49.80886667,48.61378735,0.678376386,25.98016667,1199.963333,144,wet,2,2016,S11,Peak,South
311,227,6,-0.074009914,49.93661111,49.04012318,0.323243938,25.98582222,1199.971111,145a,dry,2,2016,S11,Peak,South
312,240,6,0.251809369,49.62800645,47.85878133,0.836590613,25.98865806,1199.999677,145a,wet,2,2016,S11,Peak,South
313,253,6,0.359406599,49.7388,46.87011126,0.374616843,25.9808,1199.984444,145b,dry,2,2016,S11,Peak,South
314,266,6,-0.195719275,49.88744444,49.23712386,0.703390768,26.0148,1200.018889,145b,wet,2,2016,S11,Peak,South
315,279,6,0.790972479,49.59271,43.71542424,0.287302586,25.95197667,1200.003,146a,dry,2,2016,S11,Peak,South
316,292,6,1.005588099,49.45309355,44.32419522,0.443192328,25.99197419,1199.965806,146a,wet,2,2016,S11,Peak,South
317,305,6,0.359760682,49.74379355,46.24998026,0.277115514,26.00050645,1200.017419,146b,dry,2,2016,S11,Peak,South
318,318,6,-0.225661204,49.918,49.37810089,0.640062727,25.99898889,1199.913333,146b,wet,2,2016,S11,Peak,South
319,331,6,-0.284565047,49.97054444,50.10664956,0.333765508,25.98426667,1200.021111,147a,dry,2,2016,S11,Peak,South
320,344,6,-1.084449136,50.25982222,51.9913728,0.655483791,26.00227778,1199.996667,147a,wet,2,2016,S11,Peak,South
321,357,6,1.507544707,49.26993871,41.63026313,0.399312218,25.99668065,1200.006774,147b,dry,2,2016,S11,Peak,South
322,370,6,1.216363829,49.31620645,44.69172658,0.629699116,25.99851613,1200.004516,147b,wet,2,2016,S11,Peak,South
323,539,6,1.227627342,49.36286129,43.31120949,0.43554352,25.99553226,1200.001613,164,dry,2,2015,S15,Peak,North
324,552,6,-0.139260251,49.8573,49.0449759,0.818520592,25.99204444,1200.055556,164,wet,2,2015,S15,Peak,North
325,565,6,1.95668633,49.12691935,33.92159011,0.230997287,25.99255806,1200.009032,166,dry,2,2015,S15,Peak,North
326,578,6,0.174335148,49.7779,48.15209967,0.663189368,26.00524444,1200.036667,166,wet,2,2015,S15,Peak,North
327,591,6,0.051401787,49.86206667,48.36258182,0.331707283,25.96927778,1200.016667,167,dry,2,2015,S15,Peak,North
328,604,6,-0.26216234,49.877075,49.33268747,0.799370861,25.9962125,1199.99375,167,wet,2,2015,S15,Peak,North
329,617,6,0.455235517,49.66757778,46.58641916,0.418684845,26.0001,1199.931111,169,dry,2,2015,S15,Peak,North
330,630,6,-1.432334807,50.33192222,52.74225758,0.702846552,26.0036,1199.968889,169,wet,2,2015,S15,Peak,North
331,643,6,1.019576247,49.41352903,45.03044973,0.56247178,26.01049677,1200.013548,170,dry,2,2015,S15,Peak,North
332,656,6,1.353141447,49.35456333,39.61694659,0.269421684,26.00079667,1200.001333,170,wet,2,2015,S15,Peak,North
333,669,6,-0.157446879,49.85412222,49.10826063,0.654573386,25.99817778,1200.018889,172,dry,2,2015,S15,Peak,North
334,682,6,-1.410213891,50.32686667,51.93306609,0.928249741,25.99183333,1199.987778,172,wet,2,2015,S15,Peak,North
335,877,6,-0.125043003,49.89142222,49.1538627,0.407488795,25.99586667,1199.976667,211,dry,2,2016,S16,Peak,North
336,890,6,-0.872846363,50.2473,52.1791086,0.466405243,25.99612222,1200.016667,211,wet,2,2016,S16,Peak,North
337,903,6,-0.026166583,49.76288889,48.62556138,0.557268473,26.00381111,1199.957778,212,wet,2,2016,S16,Peak,North
338,916,6,0.21310312,49.89391613,47.45818531,0.327955792,25.98782258,1199.953871,213,dry,2,2016,S16,Peak,North
339,929,6,0.260054799,49.6449,47.82088251,0.798154824,25.99535,1200.001667,213,wet,2,2016,S16,Peak,North
340,942,6,-0.229599098,49.89056667,49.41311636,0.559904701,26.00453333,1199.992222,217,dry,2,2016,S16,Peak,North
341,955,6,0.142979284,49.79315556,48.20879308,0.617818581,26.00276667,1199.982222,217,wet,2,2016,S16,Peak,North
342,968,6,0.370872106,49.6831871,46.97214025,0.446702663,26.02703871,1200.002903,218,dry,2,2016,S16,Peak,North
343,981,6,0.376814905,49.54243871,47.72699104,1.080201776,25.99609032,1200.004194,218,wet,2,2016,S16,Peak,North
344,994,6,1.272156512,49.30421935,44.58918609,0.637683818,25.99041613,1200.009355,219,dry,2,2016,S16,Peak,North
345,1007,6,0.278964613,49.63265484,47.85747288,0.888731672,26.00219677,1200,219,wet,2,2016,S16,Peak,North
346,1020,6,0.438120338,49.70215556,46.67390726,0.410690024,25.98441111,1200.001111,28,dry,2,2014,S02,Peak,South
347,1033,6,-0.053968937,49.90146667,48.88420369,0.470047703,25.98118889,1200.012222,28,wet,2,2014,S02,Peak,South
348,1046,6,1.394338088,49.31487742,42.13775292,0.399370318,25.9880871,1199.995161,29,dry,2,2014,S02,Peak,South
349,1059,6,-0.562446476,49.89373226,49.79851006,0.92700199,26.00100323,1200.002581,29,wet,2,2014,S02,Peak,South
350,1098,6,0.41622511,49.56737097,47.61681063,0.993919308,26.01184516,1200.000323,30,wet,2,2014,S02,Peak,South
351,1111,6,-0.450868553,50.03203333,50.82316868,0.362021988,26.00231111,1199.994444,32,dry,2,2014,S02,Peak,South
352,1124,6,0.092111479,49.78074839,48.27740258,0.646325188,25.99080323,1199.991613,32,wet,2,2014,S02,Peak,South
353,1319,6,-0.523220549,50.01892222,50.41769353,0.559853748,25.98945556,1200.005556,35,dry,2,2014,S02,Peak,South
354,1332,6,0.021780505,49.76867742,48.39804261,0.525427798,25.98355484,1200.004194,35,wet,2,2014,S02,Peak,South
355,1345,6,1.031256568,49.38754516,45.60862629,0.709842645,26.00119032,1199.98871,36,dry,2,2014,S02,Peak,South
356,1358,6,1.719019118,49.19437742,38.70444272,0.315298789,25.97616129,1200.007419,36,wet,2,2014,S02,Peak,South
357,1371,6,1.719019118,49.19437742,38.70444272,0.315298789,25.97616129,1200.007419,36,wet,2,2014,S02,Peak,South
358,1384,6,1.029000232,49.4177871,45.02807289,0.562299001,25.99618065,1200.011613,368,dry,2,2015,S36,Peak,North
359,1397,6,1.15511928,49.40109677,42.5509334,0.358581145,25.99098065,1200.01,368,wet,2,2015,S36,Peak,North
360,1410,6,-0.304908441,50.04802222,50.61054027,0.266716855,25.9939,1200.02,37,dry,2,2014,S02,Peak,South
361,1423,6,0.137504173,49.74553333,48.26017262,0.74080304,25.98591111,1199.971111,37,wet,2,2014,S02,Peak,South
362,1436,6,0.792965407,49.52354516,45.42794415,0.478270156,26.01120968,1200.002258,371,dry,2,2015,S36,Peak,North
363,1449,6,0.534075786,49.48291935,47.28521592,0.960345709,26.00807097,1200.00129,371,wet,2,2015,S36,Peak,North
364,1462,6,-0.122609187,49.99717778,50.13913206,0.133745709,25.98574444,1199.954444,372,dry,2,2015,S36,Peak,North
365,1475,6,0.430170745,49.62073548,47.2403047,0.671680348,25.99685161,1199.996129,372,wet,2,2015,S36,Peak,North
366,1488,6,0.386234694,49.73733333,46.69779266,0.3611552,25.99236667,1199.99,373,dry,2,2015,S36,Peak,North
367,1501,6,-0.015365942,49.801525,48.68548882,0.750879252,25.9849375,1199.9925,373,wet,2,2015,S36,Peak,North
368,1514,6,-0.429894078,50.02911111,50.2601875,0.503414152,25.98982222,1199.964444,374,dry,2,2015,S36,Peak,North
369,1527,6,0.01568372,49.75884444,48.65815806,0.972405695,26.00008889,1200.031111,374,wet,2,2015,S36,Peak,North
370,1540,6,1.913475263,49.1342871,37.94853286,0.321663457,25.99174839,1200.00871,375,dry,2,2015,S36,Peak,North
371,1553,6,-0.032747272,49.73590323,48.60652974,1.035062336,26.0112129,1199.998387,375,wet,2,2015,S36,Peak,North
372,1566,6,1.193262359,49.36551613,43.1232,0.407168774,25.99583226,1200.020323,376,dry,2,2015,S36,Peak,North
373,1579,6,0.070190419,49.71907419,48.35721435,0.917721239,26.00322581,1200.007097,376,wet,2,2015,S36,Peak,North
374,1748,6,0.219780164,49.32142581,47.5344599,0.700401823,26.00404194,1200.006774,49,wet,2,2014,S07,Peak,South
375,1761,6,-0.120951763,49.90181613,49.28304616,0.271777261,25.97189032,1199.988065,49,wet,2,2014,S07,Peak,South
376,1787,6,1.648445362,49.15286129,42.96368863,0.575024671,26.00777419,1200.033548,51,dry,2,2014,S07,Peak,South
377,1800,6,0.630889692,49.60974194,45.77961109,0.424606838,25.99162258,1200.011935,51,wet,2,2014,S07,Peak,South
378,1813,6,-0.022734886,49.818075,48.72393864,0.70198853,26.00035,1199.97375,52,dry,2,2014,S07,Peak,South
379,1826,6,-0.5903989,50.02765556,50.2101722,0.821132463,26.03682222,1200.072222,52,wet,2,2014,S07,Peak,South
380,1839,6,0.12596604,49.85454444,47.88567775,0.304676796,25.99776667,1200.07,54,dry,2,2014,S07,Peak,South
381,1852,6,0.304337351,49.70695556,47.52793063,0.540371329,25.98101111,1199.972222,54,wet,2,2014,S07,Peak,South
382,1865,6,1.86340565,49.11982258,40.1465157,0.408807982,25.99558387,1200.022258,55,dry,2,2014,S07,Peak,South
383,1878,6,0.371656788,49.76485556,45.71743968,0.222994042,25.98086667,1199.943333,55,wet,2,2014,S07,Peak,South
384,1891,6,1.75967622,49.12624839,42.29795863,0.542824569,25.99857742,1200.014839,57,dry,2,2014,S07,Peak,South
385,1904,6,-0.052410691,49.81905556,48.80575356,0.795087242,25.99775556,1200.003333,57,wet,2,2014,S07,Peak,South
386,214,6,0.10255223,49.90664194,47.3694314,0.146897906,25.99149032,1199.992258,144,dry,3,2016,S11,Peak,South
387,227,6,-0.11674191,49.84876129,48.89151777,0.694905473,26.00176129,1199.99129,144,wet,3,2016,S11,Peak,South
388,240,6,-1.034190754,50.19653333,51.94390421,0.583954876,25.98241667,1199.992333,145a,dry,3,2016,S11,Peak,South
389,253,6,-0.982776342,50.13707419,51.31317579,0.701224183,25.99211935,1199.994839,145a,wet,3,2016,S11,Peak,South
390,266,6,-2.088371963,50.60580333,55.19959341,0.621411492,25.87117333,1199.982667,145b,dry,3,2016,S11,Peak,South
391,279,6,-1.862694408,50.58511613,54.80334553,0.59229854,25.98762903,1199.980968,145b,wet,3,2016,S11,Peak,South
392,292,6,-1.943823444,50.68411667,62.44740585,0.243150288,25.98737333,1200.003333,146a,dry,3,2016,S11,Peak,South
393,305,6,-2.269431666,50.80932258,60.71418153,0.33530368,26.8205871,1200.015161,146a,wet,3,2016,S11,Peak,South
394,318,6,-0.30027335,49.90335161,49.37450597,0.738947316,25.98995161,1200.005484,146b,dry,3,2016,S11,Peak,South
395,331,6,0.366579517,49.63326774,47.52578815,0.736449872,26.0127129,1199.997097,146b,wet,3,2016,S11,Peak,South
396,344,6,-2.378409718,50.80331667,57.28586267,0.526886963,25.96748,1200.022333,147a,dry,3,2016,S11,Peak,South
397,357,6,-0.929391727,50.22296,52.59736673,0.424483031,25.99269333,1199.983,147a,wet,3,2016,S11,Peak,South
398,370,6,-2.113539793,50.73510968,61.33805489,0.292130187,26.00492903,1200.014516,147b,dry,3,2016,S11,Peak,South
399,383,6,-0.432488201,49.94398333,49.67370042,0.81151489,25.99986667,1199.985667,147b,wet,3,2016,S11,Peak,South
400,552,6,-0.410886138,49.95536452,49.71176503,0.71161037,26.01679677,1200.015484,164,dry,3,2015,S15,Peak,North
401,565,6,-2.052849965,50.66671667,55.7211836,0.561323619,25.99021,1199.974333,164,wet,3,2015,S15,Peak,North
402,578,6,-0.561843034,50.02177419,50.17937868,0.69763843,26.00290645,1200.004516,166,dry,3,2015,S15,Peak,North
403,591,6,-0.006190347,49.8331129,48.58470427,0.56546705,25.99271935,1199.978065,166,wet,3,2015,S15,Peak,North
404,604,6,-0.64549383,50.00828065,50.12937883,0.881089017,25.99541613,1200.00871,167,dry,3,2015,S15,Peak,North
405,617,6,-2.099272269,50.63474667,54.71696746,0.697218037,25.95426667,1200.023,167,wet,3,2015,S15,Peak,North
406,630,6,0.016366604,49.78330323,48.51289167,0.733603154,26.00749032,1199.997097,169,dry,3,2015,S15,Peak,North
407,643,6,-2.256534294,50.67957333,54.91891564,0.733105946,26.08999,1200.005333,169,wet,3,2015,S15,Peak,North
408,656,6,-0.236380471,49.88052581,49.25979305,0.668068549,25.99932581,1200.000323,170,dry,3,2015,S15,Peak,North
409,669,6,0.129470125,49.69320645,48.26453536,0.922409329,26.0074871,1199.98871,170,wet,3,2015,S15,Peak,North
410,682,6,-1.271494203,50.29244194,52.12960465,0.724105282,26.01973871,1200.006774,172,dry,3,2015,S15,Peak,North
411,695,6,-2.217394849,50.68360667,55.29879027,0.662041097,26.00870667,1199.989333,172,wet,3,2015,S15,Peak,North
412,890,6,-0.249448314,49.95977097,49.5968182,0.449139194,26.00507097,1200.000323,211,dry,3,2016,S16,Peak,North
413,903,6,0.024989442,49.7956871,48.4847424,0.633121332,26.01615161,1199.996452,211,wet,3,2016,S16,Peak,North
414,916,6,-0.776695691,50.12473871,51.04619595,0.614696861,26.00316452,1199.992258,212,dry,3,2016,S16,Peak,North
415,929,6,-0.393674037,49.91854839,49.55002801,0.831060931,26.0017129,1200.003871,212,wet,3,2016,S16,Peak,North
416,942,6,-1.90061839,50.59410333,55.73251869,0.504107413,26.04933,1200.008667,213,dry,3,2016,S16,Peak,North
417,955,6,-1.989486109,50.67473,58.22246891,0.376129808,25.96452333,1200.017,213,wet,3,2016,S16,Peak,North
418,968,6,-2.062631704,50.65265333,55.29488499,0.607261232,26.00237667,1199.981333,216,dry,3,2016,S16,Peak,North
419,981,6,-2.255832781,50.7241,56.24961412,0.574040696,26.01959667,1200.005333,216,wet,3,2016,S16,Peak,North
420,994,6,0.331100016,49.67194,47.64639731,0.712226396,26.0038,1200.003,217,dry,3,2016,S16,Peak,North
421,1007,6,0.253375894,49.70428387,47.82424434,0.685739871,25.99537419,1200.005161,217,wet,3,2016,S16,Peak,North
422,1020,6,-2.278631025,50.77491333,62.47527122,0.289142137,25.9774,1199.982333,218,dry,3,2016,S16,Peak,North
423,1033,6,-2.068504479,50.69219355,57.04422805,0.460056789,25.98866129,1200.019032,218,wet,3,2016,S16,Peak,North
424,1046,6,-1.916175003,50.59157,55.04631481,0.575241805,26.10712,1200.027667,219,dry,3,2016,S16,Peak,North
425,1059,6,0.294098153,49.6564,47.84451088,0.849959858,26.00181613,1199.99871,219,wet,3,2016,S16,Peak,North
426,1072,6,-0.122234261,49.84365806,48.92114596,0.629231065,25.99686452,1200.009032,28,dry,3,2014,S02,Peak,South
427,1085,6,0.254885169,49.69389355,47.78428671,0.673812189,26.00163871,1199.996129,28,wet,3,2014,S02,Peak,South
428,1098,6,0.810210333,49.52573548,45.32326763,0.47344761,25.99507419,1199.990968,29,wet,3,2014,S02,Peak,South
429,1137,6,-0.06985194,49.81542258,48.76497393,0.818768072,26.00177419,1200.000968,30,dry,3,2014,S02,Peak,South
430,1150,6,-2.197366288,50.75594194,59.10960129,0.381026329,25.98596452,1200.000968,30,wet,3,2014,S02,Peak,South
431,1345,6,-2.019494667,50.63808387,56.40676136,0.486962623,25.98610968,1200.024516,35,dry,3,2014,S02,Peak,South
432,1358,6,0.07384044,49.82267419,48.21449381,0.442825065,25.9899871,1200.005806,35,wet,3,2014,S02,Peak,South
433,1371,6,-2.015810711,50.63964,55.44151428,0.577054913,26.00151333,1199.985667,368,dry,3,2015,S36,Peak,North
434,1384,6,-2.195718338,50.7421,56.54698338,0.531096384,26.43316774,1200.002903,368,wet,3,2015,S36,Peak,North
435,1397,6,-2.090611289,50.67115,55.80682275,0.56202628,26.01204,1199.985333,371,dry,3,2015,S36,Peak,North
436,1410,6,-0.906519761,50.15666129,51.26786831,0.663212444,26.00909355,1200.015806,371,wet,3,2015,S36,Peak,North
437,1423,6,-2.04040446,50.63640667,55.32055659,0.593248304,25.91045,1200.007,372,dry,3,2015,S36,Peak,North
438,1436,6,-2.480321414,50.80394516,55.77793351,0.70278379,26.00139677,1200.004194,372,wet,3,2015,S36,Peak,North
439,1449,6,-0.611352474,50.02340968,50.17676073,0.787167578,26.02173548,1199.99871,373,dry,3,2015,S36,Peak,North
440,1462,6,-2.176589126,50.70103226,55.99014815,0.574091837,26.00116129,1200.003226,373,wet,3,2015,S36,Peak,North
441,1475,6,-2.06967082,50.67795484,57.00791126,0.458108135,26.12554839,1199.98129,374,dry,3,2015,S36,Peak,North
442,1488,6,-2.09604642,50.67037419,56.23583873,0.522476574,26.04772581,1200.021613,374,wet,3,2015,S36,Peak,North
443,1501,6,0.169414589,49.78693548,47.78807544,0.418125164,25.99252903,1200.00129,375,dry,3,2015,S36,Peak,North
444,1514,6,-0.037803534,49.79304516,48.66045471,0.763188077,25.99891613,1199.976774,375,wet,3,2015,S36,Peak,North
445,1527,6,-0.211835555,50.05374839,53.59963876,0.067631785,25.9919129,1199.998387,376,dry,3,2015,S36,Peak,North
446,1540,6,-2.001687789,50.6431871,56.08531744,0.508403666,25.97440323,1199.998387,376,wet,3,2015,S36,Peak,North
447,1722,6,-1.521694011,50.44334516,54.34473154,0.497434325,25.99563548,1200.004194,49,dry,3,2014,S07,Peak,South
448,1735,6,-2.163516013,50.76174839,60.56424123,0.322617839,26.02228387,1199.982903,49,wet,3,2014,S07,Peak,South
449,1748,6,-1.917723762,50.73012903,72.79288811,0.131842511,25.97509032,1200.001935,51,dry,3,2014,S07,Peak,South
450,1761,6,-0.120344983,49.90962333,49.11061071,0.363907904,25.99395,1199.975333,51,wet,3,2014,S07,Peak,South
451,1774,6,-2.334445329,50.73488,55.5361838,0.677554136,25.98525,1199.992667,52,dry,3,2014,S07,Peak,South
452,1787,6,-2.290298339,50.74264667,56.25788494,0.585697284,25.97005,1200.009667,52,wet,3,2014,S07,Peak,South
453,1800,6,-1.999986205,50.70295333,60.82376326,0.287718352,25.95457,1200.002667,54,dry,3,2014,S07,Peak,South
454,1813,6,0.358546391,49.70865161,47.03728873,0.443839396,26.0004,1200.013548,54,wet,3,2014,S07,Peak,South
455,1826,6,-0.218807955,49.81421935,49.06156237,0.994638235,26.00214194,1200.004839,55,dry,3,2014,S07,Peak,South
456,1839,6,-1.99574378,50.6610871,56.67692807,0.46563063,25.99829355,1200.001935,55,wet,3,2014,S07,Peak,South
457,1852,6,-2.133607927,50.70837667,58.38538938,0.398203969,26.18619,1200.015,57,dry,3,2014,S07,Peak,South
458,1865,6,-2.167085058,50.66639,55.25851284,0.649403429,25.99093333,1199.993333,57,wet,3,2014,S07,Peak,South